"Name","Gross Export","Share","Code","Sector"
"Manufactured goods, nes","21401648","0.008534617079344678","8999","Other manufacturers"
"Special transactions, commodity not classified according to class","3712708864","1.480565818171048","9310","Unspecified"
"Animals, live, nes, (including zoo animals, pets, insects, etc)","567341","0.0002262460436884341","9410","Unspecified"
"Armoured fighting vehicles, war firearms, ammunition, parts, nes","275684864","0.10993848458825295","9510","Unspecified"
"Coin (other than gold coin), not being legal tender","4003","0.000001596329038241202","9610","Unspecified"
"Gold, non-monetary (excluding gold ores and concentrates)","3707162624","1.47835407099017","9710","Unspecified"
"Unspecified","18408957952","7.341182648648235","unspecified","Services"
"Travel and tourism","5994585600","2.39053986147953","travel","Services"
"Transport","5558638080","2.216691326549418","transport","Services"
"ICT","2365684480","0.9433951613141488","ict","Services"
"Insurance and finance","1981184768","0.7900631464600447","financial","Services"
